1;sol;aucun;ouvert;ouvert;ouvert;ouvert
2;sol;aucun;ouvert;ouvert;ouvert;ouvert
3;sol;aucun;ouvert;ouvert;ouvert;ouvert
4;sol;aucun;ouvert;ouvert;ouvert;ouvert
5;sol;aucun;ouvert;ouvert;ouvert;ouvert
6;sol;aucun;ouvert;ouvert;ouvert;ouvert
7;sol;aucun;ouvert;ouvert;ouvert;ouvert
8;sol;aucun;ouvert;ouvert;ouvert;ouvert
9;sol;aucun;ouvert;ouvert;ouvert;ouvert
10;sol;aucun;ouvert;ouvert;ouvert;ouvert
11;sol;aucun;ouvert;ouvert;ouvert;ouvert
12;sol;aucun;ouvert;ouvert;ouvert;ouvert
13;twist;aucun;ouvert;ouvert;ouvert;ouvert
14;sol;aucun;ouvert;ouvert;ouvert;ouvert
15;sol;aucun;ouvert;ouvert;ouvert;ouvert
16;sol;aucun;ouvert;ouvert;ouvert;ouvert
17;sol;aucun;ouvert;ouvert;ouvert;ouvert
18;sol;aucun;ouvert;ouvert;ouvert;ouvert
19;sol;aucun;ouvert;ouvert;ouvert;ouvert
20;sol;aucun;ouvert;ouvert;ouvert;ouvert
21;sol;aucun;ouvert;ouvert;ouvert;ouvert
22;sol;aucun;ouvert;ouvert;ouvert;ouvert
23;sol;aucun;ouvert;ouvert;ouvert;ouvert
24;sol;aucun;ouvert;ouvert;ouvert;ouvert
25;sol;aucun;ouvert;ouvert;ouvert;ouvert
